,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
190,190,Office de Tourisme de Douarnenez,DOUARNENEZ,29100,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,True
191,191,Office de Tourisme Montlouis-Vouvray : Touraine Val de Loire/Bureau de Montlouis,MONTLOUIS-SUR-LOIRE,37270,Centre - Val de Loire,Indre-et-Loire,Information touristique,Office de tourisme,True,True,True
192,192,Maison Victor Hugo,PARIS,75004,Ile-de-France,Paris,Visite,Lieu de visite,True,True,True
193,193,Chemin de randonnée - Communauté de communes Frasne - Drugeon,FRASNE,25560,Bourgogne Franche-Comté,Doubs,Loisir;Visite,Lieu de visite;Sortie nature,True,True,False
194,194,Sentier des Colverts,CORNIMONT,88310,Grand Est,Vosges,Loisir,Sortie nature,True,True,True
195,195,Meublé Camblong,MENDIONDE,64240,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,False,False
196,196,Bureau d'accueil de LOIX,LOIX,17111,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
197,197,Hôtel Les Saules,FAVIERES,80120,Hauts de France,Somme,Hébergement;Restauration,Hôtel;Restaurant,True,False,False
198,198,Musée de la Vie Rurale,STEENWERCK,59181,Hauts de France,Nord,Visite,Lieu de visite,True,True,True
199,199,Gite Terre,SASSETOT-LE-MAUCONDUIT,76540,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,True
200,200,Gite de Bourgneuf,RILLE,37340,Centre - Val de Loire,Indre-et-Loire,Hébergement;Information touristique,Meublé de tourisme;Partenaire de tourisme,True,True,True
201,201,OFFICE DE TOURISME VAL DE CHER CONTROIS,SAINT-AIGNAN,41110,Centre - Val de Loire,Loir-et-Cher,Information touristique,Office de tourisme,True,False,False
202,202,Gîte de Montval,SAINT-GENES-DE-LOMBAUD,33670,Nouvelle Aquitaine,Gironde,Hébergement,Meublé de tourisme,True,True,False
203,203,"Gîte "" La Grange""",RIOUX-MARTIN,16210,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
204,204,Moulin du Prézier - Gîte Nénuphar,CHERVES-RICHEMONT,16370,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
205,205,Manoir de Montargen Gîte le Sempesserre,SAINT-MAURIN,47270,Nouvelle Aquitaine,Lot-et-Garonne,Hébergement,Meublé de tourisme,True,True,True
206,206,Mc Donald's,BORDEAUX,33800,Nouvelle Aquitaine,Gironde,Restauration,"Café, bar, brasserie;Restaurant",True,True,True
207,207,BUREAU D'INFORMATION TOURISTIQUE DE MONTRÉJEAU,MONTREJEAU,31210,Occitanie,Haute-Garonne,Information touristique,Office de tourisme,True,True,True
208,208,"meublé ""Le Mélusine""",SAINT-AMANT,16190,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
209,209,Gîte le Clos Marcerolles,GREGES,76370,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,True
210,210,Office de tourisme  de Doudeville/Carrefour du Lin,DOUDEVILLE,76560,Normandie,Seine-Maritime,Information touristique,Office de tourisme,True,False,False
211,211,Gîte du Val Anger,TROUVILLE-LA-HAULE,27680,Normandie,Eure,Hébergement,Meublé de tourisme,True,True,True
212,212,Gite rural n°255,SOUPPES-SUR-LOING,77460,Ile-de-France,Seine-et-Marne,Hébergement,Meublé de tourisme,True,True,False
213,213,Gite de groupe Les Prairies de Noizay - Gite n°G12602,NOIZAY,37210,Centre - Val de Loire,Indre-et-Loire,Hébergement;Loisir,Meublé de tourisme;Piscine,True,True,True
214,214,Musée Théâtre Forain et Musée Archéologique,ARTENAY,45410,Centre - Val de Loire,Loiret,Visite,Lieu de visite,True,False,False
215,215,Gîte rural de M. et Mme Fusil,LUZILLE,37150,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,False
216,216,"Gîte de groupe ""La Redonde""",SAINT-FRONT,43550,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Meublé de tourisme,True,False,False
217,217,Meublé de tourisme,SALON-LA-TOUR,19510,Nouvelle Aquitaine,Corrèze,Hébergement,Meublé de tourisme,True,True,False
218,218,Camping de la Sensée,AUBIGNY-AU-BAC,59265,Hauts de France,Nord,Hébergement,Camping,True,True,False
219,219,Gite Louis La Brocante - Les Gites de la Motte d'Antan,ESCOEUILLES,62850,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,True,True
220,220,Meublé Le Pressoir,IRAI,61190,Normandie,Orne,Hébergement,Meublé de tourisme,True,True,True
221,221,Meublé Le Verger,IRAI,61190,Normandie,Orne,Hébergement,Meublé de tourisme,True,True,True
222,222,Meublé Touristique,GEFFOSSES,50560,Normandie,Manche,Hébergement,Meublé de tourisme,True,False,False
223,223,"MEUBLÉ DE MME SALVI ""AU LALLI""",KIENTZHEIM,68240,Grand Est,Haut-Rhin,Hébergement,Meublé de tourisme,True,False,False
224,224,OT de Concarneau,CONCARNEAU,29900,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,True
225,225,L'HERBE ROUGE,VALAIRE,41120,Centre - Val de Loire,Loir-et-Cher,Hébergement;Restauration,"Café, bar, brasserie;Meublé de tourisme;Restaurant",True,True,True
226,226,Bureau d'Information d'Orpierre,ORPIERRE,5700,Provence Alpes-Côte d'Azur,Hautes-Alpes,Information touristique,Office de tourisme,True,True,True
227,227,"Hôtel ""L'OCEANE""",SAINT-PIERRE-D'OLERON,17310,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
228,228,Rspir,NEUVILLE-EN-AVESNOIS,59218,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,True,False
229,229,Office de Tourisme du Kreiz Breizh,ROSTRENEN,22110,Bretagne,Côtes-d'Armor,Information touristique,Office de tourisme,True,True,True
230,230,Restaurant - La Halte Forestière,FERRIERE-SUR-BEAULIEU,37600,Centre - Val de Loire,Indre-et-Loire,Restauration,Restaurant,True,True,True
231,231,Les Petites Maisons dans la Prairie,JUNHAC,15120,Auvergne Rhône-Alpes,Cantal,Hébergement,Meublé de tourisme,True,True,False
232,232,Zone de Baignade - Base Nautique de Lavalette,LAPTE,43200,Auvergne Rhône-Alpes,Haute-Loire,Loisir,Sortie nature,True,True,True
233,233,Centre International de l'Art Pariétal,MONTIGNAC,24290,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite;Visite d'entreprise;Visite guidée,True,True,True
234,234,"Mysterra, Parc des Labyrinthes",MONTENDRE,17130,Nouvelle Aquitaine,Charente-Maritime,Loisir;Visite,Parc de loisir;Parc à thème,True,True,False
235,235,ferme des courreyes,HAUTAGET,65150,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,True
236,236,Restaurant Le Pressoir,SAINT-SATURNIN-DE-LUCIAN,34725,Occitanie,Hérault,Restauration,Restaurant,True,True,True
237,237,Musée de la Mer.,SETE,34200,Occitanie,Hérault,Visite,Lieu de visite,True,True,False
238,238,"Hôtel restaurant ""la Transhumance et cie""",BEDOUS,64490,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
239,239,Gîte rural du Soleil,AIGUILLES,5470,Provence Alpes-Côte d'Azur,Hautes-Alpes,Hébergement,Meublé de tourisme,True,True,True
240,240,Office de Tourisme de Châtellerault,CHATELLERAULT,86100,Nouvelle Aquitaine,Vienne,Information touristique,Office de tourisme,True,True,True
241,241,Voie Verte St Gengoux Le National/Buxy,MACON,71000,Bourgogne Franche-Comté,Saône-et-Loire,Loisir,Sortie nature,True,False,False
242,242,Gîte - Col de Cygne,VERRIERES,16130,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
243,243,Meublé,TEURTHEVILLE-BOCAGE,50630,Normandie,Manche,Hébergement,Meublé de tourisme,True,True,True
244,244,Camping de Lann Hoedic,SARZEAU,56370,Bretagne,Morbihan,Hébergement,Camping,True,True,True
245,245,CAMPING LES EMBRUNS,CLOHARS-CARNOET,29360,Bretagne,Finistère,Hébergement;Restauration,Camping;Restaurant,True,False,False
246,246,Office de Tourisme de La-Ferté-Gaucher,LA FERTE-GAUCHER,77320,Ile-de-France,Seine-et-Marne,Information touristique,Office de tourisme,True,True,True
247,247,L'Affranchi,MARSEILLE,13011,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Etablissement de loisir,True,True,False
248,248,Théâtre Nature d'Allauch,ALLAUCH,13190,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Etablissement de loisir,True,False,False
249,249,Réserve Naturelle de Camargue La Capelière,ARLES,13200,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Lieu de visite,True,True,False
250,250,L'Espérantine de Marseille,MARSEILLE,13002,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Restauration;Visite,"Café, bar, brasserie;Lieu de visite",True,True,True
251,251,Maison Natale de Marcel Pagnol,AUBAGNE,13400,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Lieu de visite,True,False,False
252,252,AEP Ile Aux Enfants,LA BOURBOULE,63150,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Hébergement collectif,True,True,True
253,253,Hotel de la Source du Mont,SAINT-MARTIN-VALMEROUX,15140,Auvergne Rhône-Alpes,Cantal,Hébergement,Hôtel,True,True,True
254,254,Domaine de la Tourmentine - Gîte L'Ancelle,MARSANNE,26740,Auvergne Rhône-Alpes,Drôme,Hébergement,Meublé de tourisme,True,True,False
255,255,Gîte du Layon,SAINT-SEBASTIEN,38710,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,False,False
256,256,Musée des Maisons Comtoises,NANCRAY,25360,Bourgogne Franche-Comté,Doubs,Visite,Lieu de visite,True,True,True
257,257,Meublé Auprès du Verger,ECHEVANNES,25580,Bourgogne Franche-Comté,Doubs,Hébergement,Meublé de tourisme,True,True,True
258,258,Restaurant Le Pic Vert,DOUCIER,39130,Bourgogne Franche-Comté,Jura,Restauration,Restaurant,True,True,False
259,259,Hostellerie du Mont Sainte Odile,OTTROTT,67530,Grand Est,Bas-Rhin,Hébergement,Hôtel,True,False,False
260,260,Musée du Feutre,MOUZON,8210,Grand Est,Ardennes,Visite,Lieu de visite,True,True,False
261,261,Gite Le Rucher Billmann,WINGEN,67510,Grand Est,Bas-Rhin,Hébergement,Meublé de tourisme,True,True,False
262,262,VILLAGE DE GITES DU CENTRE DE BIEN ETRE,LANGATTE,57400,Grand Est,Moselle,Hébergement,Meublé de tourisme,True,True,False
263,263,LE CHARRI,RUPT-SUR-MOSELLE,88360,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,True
264,264,Domaine Pierre Adam,AMMERSCHWIHR,68770,Grand Est,Haut-Rhin,Visite,Visite d'entreprise,True,True,True
265,265,Brasserie Les Haras,STRASBOURG,67000,Grand Est,Bas-Rhin,Restauration,"Café, bar, brasserie",True,True,False
266,266,Camping La Rivière,LES EYZIES-DE-TAYAC-SIREUIL,24620,Nouvelle Aquitaine,Dordogne,Hébergement,Camping,True,True,True
267,267,Les Anes de Vassivière,PEYRAT-LE-CHATEAU,87470,Nouvelle Aquitaine,Haute-Vienne,Hébergement,Chambre d'hôtes,True,False,False
268,268,Chambres d'hôtes Mondo Bisaro,ANGOULEME,16000,Nouvelle Aquitaine,Charente,Hébergement,Chambre d'hôtes,True,False,False
269,269,Au Petit Pédégouaty,HEUGAS,40180,Nouvelle Aquitaine,Landes,Hébergement,Chambre d'hôtes,True,True,True
270,270,"Hôtel ""Rêve de Sable""",ROYAN,17200,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,False
271,271,Centre d'information du public Centrale nucléaire Blayais,SAINT-CIERS-SUR-GIRONDE,33820,Nouvelle Aquitaine,Gironde,Visite,Lieu de visite,True,True,True
272,272,Gîte du Cèdre N° 956,BLANZAY,86400,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,False
273,273,Meublé Doussine - Gîte Berdoulat,ASSON,64800,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,False
274,274,Meublé de tourisme Chantemerle,NIORT,79000,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,False
275,275,Gîte Brilhac,MONTS-SUR-GUESNES,86420,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,True
276,276,Bistrot Mel Lou,SAINT-AGNANT-DE-VERSILLAT,23300,Nouvelle Aquitaine,Creuse,Restauration,Restaurant,True,True,True
277,277,CAMPING LE CHEMIN DES BAINS,BALARUC-LES-BAINS,34540,Occitanie,Hérault,Hébergement,Camping,True,False,False
278,278,Gîte Les Paquerettes,SAINT-CHELY-D'APCHER,48200,Occitanie,Lozère,Hébergement,Meublé de tourisme,True,True,True
279,279,Office de Tourisme de Sorède,SOREDE,66690,Occitanie,Pyrénées-Orientales,Information touristique,Office de tourisme,True,True,False
280,280,Restaurant Clément Marot,LILLE,59000,Hauts de France,Nord,Restauration,Restaurant,True,True,True
281,281,Salle de spectacle Serge Reggiani,LE TREPORT,76470,Normandie,Seine-Maritime,Loisir,Etablissement de loisir,True,True,False
282,282,Gîte de la Maison d'ardoise,SAVONNIERES,37510,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,False
283,283,Hôtel La croix de Savoie,CLUSES,74300,Auvergne Rhône-Alpes,Haute-Savoie,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
284,284,Camping de la Taillade,LA REUNION,47700,Nouvelle Aquitaine,Lot-et-Garonne,Hébergement;Restauration,Camping;Restaurant,True,True,True
285,285,PONTONS DE PECHE -CANAL DE DERIVATION,MARANS,17230,Nouvelle Aquitaine,Charente-Maritime,Loisir,Etablissement de loisir,True,True,True
286,286,PONTON DE PECHE n°10,GASTES,40160,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,True,True
287,287,CHATEAU OBSERVATOIRE ABBADIA,HENDAYE,64700,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,True,False
288,288,Gîte Belle Pierre,MASSOULES,47140,Nouvelle Aquitaine,Lot-et-Garonne,Hébergement,Meublé de tourisme,True,False,False
289,289,"Gîte rural ""Logis du Couvent des Hommes""",TUSSON,16140,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
290,290,Gîte deth Pecoumet,ARRENS-MARSOUS,65400,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,True
291,291,La bissonniere,LE BOSC-ROGER-EN-ROUMOIS,27670,Normandie,Eure,Hébergement;Information touristique;Loisir,Chambre d'hôtes;Partenaire de tourisme;Sortie nature,True,True,True
292,292,Gite de Val Richard - La Chaumière à Pierre Louis,LIZIO,56460,Bretagne,Morbihan,Hébergement,Meublé de tourisme,True,True,True
293,293,Moulin du Haut Jasson,LA LONDE-LES-MAURES,83250,Provence Alpes-Côte d'Azur,Var,Visite,Visite d'entreprise,True,True,False
294,294,Chambre d'Hôtes de Chante Merle,BEAUJEU,69430,Auvergne Rhône-Alpes,Rhône,Hébergement,Chambre d'hôtes,True,True,False
295,295,Gite d'Albepierre,ALBEPIERRE-BREDONS,15300,Auvergne Rhône-Alpes,Cantal,Hébergement,Meublé de tourisme,True,True,True
296,296,Office de Tourisme de Saintes et de la Saintonge,SAINTES,17100,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
297,297,Office de Tourisme de Hendaye,HENDAYE,64700,Nouvelle Aquitaine,Pyrénées-Atlantiques,Information touristique,Office de tourisme,True,True,True
298,298,Funiculaire du Pic du Jer.,LOURDES,65100,Occitanie,Hautes-Pyrénées,Restauration;Visite,Lieu de visite;Restaurant,True,True,False
299,299,Restaurant « TERROIRS »,UZES,30700,Occitanie,Gard,Restauration,Restaurant,True,False,False
300,300,La maison du port,YVILLE-SUR-SEINE,76530,Normandie,Seine-Maritime,Hébergement;Loisir;Restauration,Chambre d'hôtes;Restaurant;Sortie nature,True,True,True
301,301,Musée Automobile de Bellenaves,BELLENAVES,3330,Auvergne Rhône-Alpes,Allier,Visite,Lieu de visite,True,True,False
302,302,Petit Gîte des Agrodélices du Forez,SAINT-DIDIER-SUR-ROCHEFORT,42111,Auvergne Rhône-Alpes,Loire,Hébergement,Meublé de tourisme,True,False,False
303,303,Aquapôle du Jarnisy,JARNY,54800,Grand Est,Meurthe-et-Moselle,Loisir,Etablissement de loisir,True,True,True
304,304,Gîte de groupe - Chambres d'hôtes le jardin d'En Naoua,MAUBEC,82500,Occitanie,Tarn-et-Garonne,Hébergement,Chambre d'hôtes;Hébergement collectif,True,True,True
305,305,Gite L'Arbousier,AIGALIERS,30700,Occitanie,Gard,Hébergement,Meublé de tourisme,True,True,True
306,306,Chambre d'hôtes Lapalisse,PEAUGRES,7340,Auvergne Rhône-Alpes,Ardèche,Hébergement,Chambre d'hôtes,True,True,False
307,307,Musée du Bugey-Valromey,LOCHIEU,1260,Auvergne Rhône-Alpes,Ain,Visite,Lieu de visite,True,False,False
308,308,EURL Domaine de Mandrin,MADRANGES,19470,Nouvelle Aquitaine,Corrèze,Hébergement,Meublé de tourisme,True,True,False
309,309,meublé de tourisme,TALLER,40260,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,False,False
310,310,SOLENCA,NOGARO,32110,Occitanie,Gers,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
311,311,Le Prieuré Saint Pierre,VERTOU,44120,Pays de la Loire,Loire-Atlantique,Hébergement;Restauration,Hébergement collectif;Restaurant,True,True,True
312,312,Cité de L'Automobile - Collection Schlumpf,MULHOUSE,68100,Grand Est,Haut-Rhin,Visite,Lieu de visite,True,False,False
313,313,Centre de Vacances Mer et Soleil - Les Orpellières,SERIGNAN,34410,Occitanie,Hérault,Hébergement,Village de vacances,True,True,False
314,314,Domaine viticole du Petit Chaumont,AIGUES-MORTES,30220,Occitanie,Gard,Visite,Visite d'entreprise,True,False,False
315,315,Gite La Bourrine - Gites Les Rochelles,SOULLANS,85300,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,True
316,316,Hôtel - Restaurant  Ibis Albert,ALBERT,80300,Hauts de France,Somme,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
317,317,Chambre d'Hôtes Le Bourg d'Aunou,AUNOU-SUR-ORNE,61500,Normandie,Orne,Hébergement,Chambre d'hôtes,True,True,False
318,318,Gîte de groupe de Bellevue,SAINT-FRAIMBAULT,61350,Normandie,Orne,Hébergement,Hébergement collectif,True,True,True
319,319,Camping LE BOIS GROULT,HENNEVEUX,62142,Hauts de France,Pas-de-Calais,Hébergement,Camping,True,True,True
320,320,Office de Tourisme du Pays du coquelicot,ALBERT,80300,Hauts de France,Somme,Information touristique,Office de tourisme,True,True,True
321,321,Office de Tourisme Avre Luce Noye,AILLY-SUR-NOYE,80250,Hauts de France,Somme,Information touristique,Office de tourisme,True,True,True
322,322,Hôtel-Restaurant Au Riesling,ZELLENBERG,68340,Grand Est,Haut-Rhin,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
323,323,Gîte la Maison de Campagne,ENVRONVILLE,76640,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,False
324,324,OT de Redon,REDON,35600,Bretagne,Ille-et-Vilaine,Information touristique,Office de tourisme,True,True,True
325,325,OT de St-Malo,SAINT-MALO,35400,Bretagne,Ille-et-Vilaine,Information touristique,Office de tourisme,True,True,True
326,326,Bureau d'Information de Rosans,ROSANS,5150,Provence Alpes-Côte d'Azur,Hautes-Alpes,Information touristique,Office de tourisme,True,True,True
327,327,Accueil Touristique de Plouescat,PLOUESCAT,29430,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,False
328,328,Chambre d'Hôtes de la Ferme Du Bois Paris,ERMENONVILLE-LA-PETITE,28120,Centre - Val de Loire,Eure-et-Loir,Hébergement,Chambre d'hôtes,True,True,False
329,329,Gîte de Guernonval,ESQUELBECQ,59470,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,True,True
330,330,LES CYCLES DU BAZADAIS,BAZAS,33430,Nouvelle Aquitaine,Gironde,Loisir,Sport de nature,True,True,True
331,331,"Meublé de Tourisme ""Les Mottes Gachins""",BARZAN,17120,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
332,332,SAUVIGNON Stéphanie,VIROLLET,17260,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
333,333,MILDISS,BESSE-ET-SAINT-ANASTAISE,63610,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
334,334,Chambre d'hôtes Le Plaisir de vivre N° 2314,GRANDRIS,69870,Auvergne Rhône-Alpes,Rhône,Hébergement,Chambre d'hôtes,True,True,auditif
335,335,"Meublé ""Le Chai""",LA FLOTTE,17630,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
336,336,"Camping ""Le Rayonnement""",ROCHEFORT,17300,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Camping,True,True,True
337,337,"Meublé ""Le Vallon""",CHENAC-SAINT-SEURIN-D'UZET,17120,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
338,338,OFFICE DE TOURISME DE QUIMPERLE TERRE OCEANE - BIT SCAER,SCAER,29390,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,True
