,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
3309,3309,Grotte de Tourtoirac,TOURTOIRAC,24390,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,False
3310,3310,Echiquier de Moussais la Bataille,VOUNEUIL-SUR-VIENNE,86210,Nouvelle Aquitaine,Vienne,Visite,Lieu de visite,True,True,False
3311,3311,Gîte Mondon Bisaro Studio le TER,ANGOULEME,16000,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
3312,3312,"Meublé de Tourisme ""Gite du Chai""",CHENAC-SAINT-SEURIN-D'UZET,17120,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
3313,3313,"Meublé de Tourisme ""Villa Cap Mer 17""",SAINT-PALAIS-SUR-MER,17420,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
3314,3314,Meublé de M. Meynaud,RIOCAUD,33220,Nouvelle Aquitaine,Gironde,Hébergement,Meublé de tourisme,True,False,False
3315,3315,Gîte de la Loge - Studio1,MONCOUTANT,79320,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,False,False
3316,3316,Gîte le Hautgueyra,CARCANS,33121,Nouvelle Aquitaine,Gironde,Hébergement,Meublé de tourisme,True,False,False
3317,3317,La Jaubertie,MEYRALS,24220,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
3318,3318,Office de Tourisme de L'Eguille sur Seudre - Destination Royan Atlantique,L'EGUILLE,17600,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
3319,3319,Zoo d'Asson,ASSON,64800,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Parc à thème,True,True,True
3320,3320,Cajou Caffé,BORDEAUX,33000,Nouvelle Aquitaine,Gironde,Restauration,"Café, bar, brasserie",True,True,True
3321,3321,"Camping ""Soleil de Pibeste""",AGOS-VIDALOS,65400,Occitanie,Hautes-Pyrénées,Hébergement;Restauration,"Café, bar, brasserie;Camping",True,True,True
3322,3322,Les Bergeries n°70,CAUTERETS,65110,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,False
3323,3323,Gîtes de la Pinède Cigale et Kiwi,BALARUC-LES-BAINS,34540,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,False
3324,3324,Villa Capimont Studio Source Bourges,LAMALOU-LES-BAINS,34240,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,False
3325,3325,Meuble de Mme Gallot Privat,VALFLAUNES,34270,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,False,False
3326,3326,Chalet le Nordique,FRECHET-AURE,65240,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,True
3327,3327,Office de Tourisme de la Vallée d'Argeles Gazost,ARGELES-GAZOST,65400,Occitanie,Hautes-Pyrénées,Information touristique,Office de tourisme,True,True,True
3328,3328,Maison du Malpas,COLOMBIERS,34440,Occitanie,Hérault,Information touristique,Office de tourisme,True,True,True
3329,3329,Office de Tourisme Annexe de Valras,VALRAS-PLAGE,34350,Occitanie,Hérault,Information touristique,Office de tourisme,True,True,True
3330,3330,Office de Tourisme Annexe Beziers Mediterranée Villeneuve les Béziers,VILLENEUVE-LES-BEZIERS,34420,Occitanie,Hérault,Information touristique,Office de tourisme,True,True,True
3331,3331,Camping Municipal Le Port De Loire,LE MESNIL-EN-VALLEE,49410,Pays de la Loire,Maine-et-Loire,Hébergement,Camping,True,True,False
3332,3332,Hôtel Les Confins du Perche,SCEAUX-SUR-HUISNE,72160,Pays de la Loire,Sarthe,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
3333,3333,Hôtel Auberge de la Riviere/EURL AURIVE,VELLUIRE,85770,Pays de la Loire,Vendée,Hébergement,Hôtel,True,True,True
3334,3334,Gîte La Loge,CHAILLE-LES-MARAIS,85450,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,False,False
3335,3335,Camping du Bord de l'Aisne,GUIGNICOURT,2190,Hauts de France,Aisne,Hébergement,Camping,True,True,True
3336,3336,Gîte Le Grand Large,COULOGNE,62137,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,True,False
3337,3337,Plage de Gravelines - Petit Fort Philippe,GRAVELINES,59820,Hauts de France,Nord,Loisir,Sortie nature,True,True,False
3338,3338,Chambre d'hôtes B&B Les Oiseaux de Passage,ISIGNY-SUR-MER,14230,Normandie,Calvados,Hébergement,Chambre d'hôtes,True,True,True
3339,3339,Hôtel des Loges,HONFLEUR,14600,Normandie,Calvados,Hébergement,Hôtel,True,True,True
3340,3340,Gite La Cerisière,LE VAL-SAINT-PERE,50300,Normandie,Manche,Hébergement,Meublé de tourisme,True,True,False
3341,3341,City Break Les Augustines,DIEPPE,76200,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,False,False
3342,3342,Gîte aux Buissons,BAZOQUES,27230,Normandie,Eure,Hébergement,Meublé de tourisme,True,False,False
3343,3343,Ecogite l'Ecostils,LECAUDE,14140,Normandie,Calvados,Hébergement,Meublé de tourisme,True,True,True
3344,3344,Office de Tourisme de Villedieu-les-Poeles,VILLEDIEU-LES-POELES,50800,Normandie,Manche,Information touristique,Office de tourisme,True,True,True
3345,3345,Restaurant Le Bistrot des Ecuries,BOISSY-MAUGIS,61110,Normandie,Orne,Restauration,Restaurant,True,True,False
3346,3346,MUSEE D'ART ET D'ARCHEOLOGIE,AURILLAC,15000,Auvergne Rhône-Alpes,Cantal,Visite,Lieu de visite,True,True,False
3347,3347,"Restaurant ""O Gré des Saveurs""",CHAMALIERES,63400,Auvergne Rhône-Alpes,Puy-de-Dôme,Restauration,Restaurant,True,True,True
3348,3348,Hôtel restaurant La Braisière,SAINT-ROMAIN,16210,Nouvelle Aquitaine,Charente,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
3349,3349,GITE DE GROUPE L'AIGAIL,SAINT-SAUVANT,86600,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,True
3350,3350,Meublé Viard,ARETTE,64570,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,True
3351,3351,L'ANNEXE,ANGRESSE,40150,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,True,True
3352,3352,Restaurant les Palis,GRAND-FOUGERAY,35390,Bretagne,Ille-et-Vilaine,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
3353,3353,Chambres et Tables d'Hôtes La Ferme des Genêts,MEDEYROLLES,63220,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Chambre d'hôtes,True,True,False
3354,3354,Meublé Les Chaussons d'Arlequine,DOMPIERRE-SUR-BESBRE,3290,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,True,False
3355,3355,Ecomusée Scierie du Lançoir,BAN-SUR-MEURTHE-CLEFCY,88230,Grand Est,Vosges,Visite,Lieu de visite,True,True,True
3356,3356,"Gîte ""Ugni Blanc""",SIGOGNE,16200,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
3357,3357,Meublé de Tourisme La Maison Grise,MESCHERS-SUR-GIRONDE,17132,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
3358,3358,"Meublé ""Le Petit Jour""",ROCHEFORT,17300,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
3359,3359,Office de Tourisme de Gourette,EAUX-BONNES,64440,Nouvelle Aquitaine,Pyrénées-Atlantiques,Information touristique,Office de tourisme,True,True,True
3360,3360,Bureau d'accueil de La Couarde-sur-Mer,LA COUARDE-SUR-MER,17670,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
3361,3361,Office de Tourisme Île d'Oléron - Bureau de Marennes,MARENNES,17320,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
3362,3362,Le Pot d'Etain,CREPY-EN-VALOIS,60800,Hauts de France,Oise,Restauration,Restaurant,True,False,False
3363,3363,Base de Loisirs de Bédanne.,TOURVILLE-LA-RIVIERE,76410,Normandie,Seine-Maritime,Loisir,Etablissement de loisir,True,True,True
3364,3364,"Gîte ""Les Rouges Gorges"" Gîtes le Soleil Couchant",AVESNES-EN-VAL,76630,Normandie,Seine-Maritime,Hébergement;Information touristique,Meublé de tourisme;Office de tourisme,True,True,False
3365,3365,Hôtel des Saules,VONNAS,1540,Auvergne Rhône-Alpes,Ain,Hébergement,Hôtel,True,True,False
3366,3366,"Gîte ""La Maison du Meunier""",MOUTHIERS-SUR-BOEME,16440,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
3367,3367,Gite L'Albizia,MOUTIERS-LES-MAUXFAITS,85540,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,False
3368,3368,"Aux portes des Tumuli ""Chambre L'Eurylaime""",BUSSY-LE-CHATEAU,51600,Grand Est,Marne,Hébergement,Chambre d'hôtes,True,True,False
3369,3369,Piscine de Saint Jean de Luz,SAINT-JEAN-DE-LUZ,64500,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,True,False
3370,3370,Gîte Pech de Durand,VILLENEUVE-SUR-LOT,47300,Nouvelle Aquitaine,Lot-et-Garonne,Hébergement,Meublé de tourisme,True,False,False
3371,3371,Office de tourisme Mont Aigoual Causses Cévennes bureau de Valleraugue,VALLERAUGUE,30570,Occitanie,Gard,Information touristique,Office de tourisme,True,False,False
3372,3372,Hôtel du Viaduc,TARASCON,13150,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement,Hôtel,True,True,False
3373,3373,Gîte de groupe Le Dolmen,MUROL,63790,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement;Information touristique,Meublé de tourisme;Office de tourisme,True,auditif,False
3374,3374,Chambres d'hôtes - La ferme de Montécouvez,CREVECOEUR-SUR-L'ESCAUT,59258,Hauts de France,Nord,Hébergement,Chambre d'hôtes,True,True,False
3375,3375,Musée Utah Beach,SAINTE-MARIE-DU-MONT,50480,Normandie,Manche,Visite,Lieu de visite,True,True,True
3376,3376,Lodges La Petite Motte,CETON,61260,Normandie,Orne,Hébergement,Meublé de tourisme,True,True,False
3377,3377,GRANDE PLAGE DE CARNAC,CARNAC,56340,Bretagne,Morbihan,Loisir,Sport de nature,True,True,False
3378,3378,Calèche des Roseaux de Callac,GUEMENE-PENFAO,44290,Pays de la Loire,Loire-Atlantique,Loisir,Sortie nature,True,True,True
3379,3379,Gites de Beauregard,PLOURHAN,22410,Bretagne,Côtes-d'Armor,Hébergement,Meublé de tourisme,True,True,True
3380,3380,Maison de la Poire Tapée de Rivarennes,RIVARENNES,37190,Centre - Val de Loire,Indre-et-Loire,Visite,Lieu de visite,True,True,True
3381,3381,Gîte du Clos de Puyraton,TOURS,37100,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,True
3382,3382,Musée de la Seine-et-Marne,SAINT-CYR-SUR-MORIN,77750,Ile-de-France,Seine-et-Marne,Visite,Lieu de visite,True,True,True
3383,3383,Musée Alsacien,STRASBOURG,67000,Grand Est,Bas-Rhin,Visite,Lieu de visite,True,False,False
3384,3384,Ferme du MANOU Gite le Climont,STEIGE,67220,Grand Est,Bas-Rhin,Hébergement,Meublé de tourisme,True,True,True
3385,3385,Auberge du Moulin à Vent,MANOU,28240,Centre - Val de Loire,Eure-et-Loir,Restauration,Restaurant,True,False,False
3386,3386,Médiathèque Communale de Laruns,LARUNS,64440,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,True,True
3387,3387,Meublé Mayarco,SAINT-JEAN-DE-LUZ,64500,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,False
3388,3388,Domaine de Paillasse,CARCANS,33121,Nouvelle Aquitaine,Gironde,Hébergement,Meublé de tourisme,True,True,True
3389,3389,Restaurant Au Bureau,PAU,64000,Nouvelle Aquitaine,Pyrénées-Atlantiques,Restauration,Restaurant,True,True,True
3390,3390,L'Huilerie de Neuville,NEUVILLE-DE-POITOU,86170,Nouvelle Aquitaine,Vienne,Visite,Visite d'entreprise,True,False,False
3391,3391,Gite du Poiré - La Maisonnette,MOLERE,65130,Occitanie,Hautes-Pyrénées,Hébergement,Meublé de tourisme,True,True,True
3392,3392,Gîte du Meunier,ASNIERES-SUR-NOUERE,16290,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
3393,3393,Gîte N°1 La Maison du Père Constantin - 8 pers.,SAINTE-SOULINE,16480,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
3394,3394,Ferme-auberge du Hinteralfeld,SEWEN,68290,Grand Est,Haut-Rhin,Restauration,Restaurant,True,True,True
3395,3395,Gîte Tertuf,LERNE,37500,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,True
3396,3396,Meublé Amatxi-Baita,URT,64240,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,False,False
3397,3397,Hôtel Ligaro,JARNAC,16200,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,False,False
3398,3398,Musée Le Hameau du Fromage,CLERON,25330,Bourgogne Franche-Comté,Doubs,Restauration;Visite,Lieu de visite;Restaurant;Visite d'entreprise,True,True,False
3399,3399,"Gîtes Le Bastit ""La Borie""",CENAC-ET-SAINT-JULIEN,24250,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
3400,3400,L OCEAN DES LANDES,MESSANGES,40660,Nouvelle Aquitaine,Landes,Hébergement;Information touristique;Loisir,Meublé de tourisme;Office de tourisme;Piscine,True,True,True
3401,3401,Gîte de groupe Les Côtes de la Vigne,LARIANS-ET-MUNANS,70230,Bourgogne Franche-Comté,Haute-Saône,Hébergement,Hébergement collectif,True,True,True
3402,3402,"Gîte de groupe ""La Randonnée""",MOUDEYRES,43150,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Hébergement collectif,True,False,False
3403,3403,Office de Tourisme de Cabourg,CABOURG,14390,Normandie,Calvados,Information touristique,Office de tourisme,True,True,True
3404,3404,Le Cheval Blanc,BAUD,56150,Bretagne,Morbihan,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
3405,3405,Vélocamping de BEFFES,BEFFES,18320,Centre - Val de Loire,Cher,Hébergement,Camping,True,True,True
3406,3406,Domaine SAUVETE,MONTHOU-SUR-CHER,41400,Centre - Val de Loire,Loir-et-Cher,Loisir;Visite,Lieu de visite;Sortie nature;Visite guidée,True,True,False
3407,3407,Gîte de Séjour du Val de L'Aigre,LA FERTE-VILLENEUIL,28220,Centre - Val de Loire,Eure-et-Loir,Hébergement,Meublé de tourisme,True,False,False
3408,3408,Gîte Les Bleuets,CHEVERNY,41700,Centre - Val de Loire,Loir-et-Cher,Hébergement,Meublé de tourisme,True,False,False
3409,3409,La Grande Maison de la Boucle du Pin,BADECON-LE-PIN,36200,Centre - Val de Loire,Indre,Hébergement,Meublé de tourisme,True,False,False
3410,3410,AAPPMA Manou Les Hauts de l'Eure,SENONCHES,28250,Centre - Val de Loire,Eure-et-Loir,Loisir,Sortie nature,True,True,False
3411,3411,Musée Aéronautique Spatial SAFRAN,REAU,77550,Ile-de-France,Seine-et-Marne,Visite,Lieu de visite,True,True,False
3412,3412,Restaurant La Table Saint Just,VAUX-LE-PENIL,77000,Ile-de-France,Seine-et-Marne,Restauration,Restaurant,True,True,False
3413,3413,Le Chalet des Merveilles,TENDE,6430,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Hébergement,Hôtel,True,True,False
3414,3414,La Maison du Patrimoine,ROQUEBRUNE-SUR-ARGENS,83520,Provence Alpes-Côte d'Azur,Var,Visite,Lieu de visite,True,True,False
3415,3415,Les Grandes Aires,VALENSOLE,4210,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Hébergement,Meublé de tourisme,True,True,False
3416,3416,Art Zoo Istres,ISTRES,13800,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Parc de loisir,True,True,True
3417,3417,Restaurant Lou Jas,CHATEAU-ARNOUX-SAINT-AUBAN,4160,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Restauration,Restaurant,True,True,True
3418,3418,Musée de Veinazes,LACAPELLE-DEL-FRAISSE,15120,Auvergne Rhône-Alpes,Cantal,Visite,Lieu de visite,True,True,False
3419,3419,Centre de Vacances Chanteduc,BEAURIERES,26310,Auvergne Rhône-Alpes,Drôme,Hébergement,Meublé de tourisme,True,False,False
3420,3420,Les Chalets de la Frache - Ex Gîte Le  Pas D'Item,VASSIEUX-EN-VERCORS,26420,Auvergne Rhône-Alpes,Drôme,Hébergement,Meublé de tourisme,True,True,True
3421,3421,Village vacances La Fontaine d'Annibal,BUIS-LES-BARONNIES,26170,Auvergne Rhône-Alpes,Drôme,Hébergement,Village de vacances,True,True,True
3422,3422,Sentier du Chanvre Poiseul-les-Saulx,POISEUL-LES-SAULX,21120,Bourgogne Franche-Comté,Côte-d'Or,Loisir,Sortie nature,True,True,True
3423,3423,Zone de Baignade du Pays de Montbeliard,BROGNARD,25600,Bourgogne Franche-Comté,Doubs,Loisir,Sortie nature,True,True,True
3424,3424,Gîte S'Harzala Taupe,BERGHEIM,68750,Grand Est,Haut-Rhin,Hébergement,Meublé de tourisme,True,True,True
3425,3425,Ecogîte St Prayel,MOYENMOUTIER,88420,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,True
3426,3426,LES CHALETS FLEURIS,VENTRON,88310,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,False
3427,3427,OT de Nancy,NANCY,54100,Grand Est,Meurthe-et-Moselle,Information touristique,Office de tourisme,True,True,True
3428,3428,EDF Centrale Nucléaire de Cattenom - Centre d'Information du Public,CATTENOM,57570,Grand Est,Moselle,Visite,Visite d'entreprise,True,True,True
3429,3429,Camping - L'Océan,LA COUARDE-SUR-MER,17670,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Camping,True,False,False
3430,3430,Camping du Bois Vert,LE TALLUD,79200,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Camping,True,True,True
3431,3431,Salle d'exposition du Parc National au Col du Pourtalet,LARUNS,64440,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,False,False
3432,3432,Hôtel Le Logis du Péré,SAINT-COUTANT-LE-GRAND,17430,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,False,False
3433,3433,Hôtel Restaurant Le Cadet de Gascogne,SAINT-JUSTIN,40240,Nouvelle Aquitaine,Landes,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
3434,3434,Hôtel de la Gare/Palombe Bleue,HENDAYE,64700,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,True,True
3435,3435,Hôtel Itzalpéa,SAINT-JEAN-PIED-DE-PORT,64220,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hôtel,True,True,False
3436,3436,Chambres d'Hôtes La Clef des Champs,SAINT-MARD,17700,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Chambre d'hôtes;Meublé de tourisme,True,False,False
3437,3437,Meublé Côté Jardin,SAINT-OUEN-D'AUNIS,17230,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
3438,3438,Gîte des Mappelous,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24580,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
3439,3439,SARL Château FEELY Caro,SAUSSIGNAC,24240,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
3440,3440,Le Hameau de la Borie 9 Meublés de tourisme,CARSAC-AILLAC,24200,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,False,False
3441,3441,Gîte le Sureau,SAINT-MARTIN-DU-FOUILLOUX,79420,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,False,False
3442,3442,Office de Tourisme de Gujan Mestras,GUJAN-MESTRAS,33470,Nouvelle Aquitaine,Gironde,Information touristique,Office de tourisme,True,True,False
3443,3443,Calci-aire Club de Parapente,AIRVAULT,79600,Nouvelle Aquitaine,Deux-Sèvres,Loisir;Visite,Parc à thème;Sport de nature,True,True,False
3444,3444,Centre International de Séjour le Bleufond,MONTIGNAC,24290,Nouvelle Aquitaine,Dordogne,Hébergement,Village de vacances,True,False,False
3445,3445,Tourbière du Col de la Blanche,PERET-BEL-AIR,19300,Nouvelle Aquitaine,Corrèze,Loisir,Sortie nature,True,True,False
3446,3446,Halte Nautique des Bords de Dronne,LA ROCHE-CHALAIS,24490,Nouvelle Aquitaine,Dordogne,Loisir,Sortie nature,True,True,True
3447,3447,Ponton de pêche n°18,ONDRES,40440,Nouvelle Aquitaine,Landes,Loisir,Sortie nature,True,True,True
3448,3448,Camping Europe,ARGELES-SUR-MER,66700,Occitanie,Pyrénées-Orientales,Hébergement,Camping,True,True,False
3449,3449,Gîte d'étape La Chazelle,LA CANOURGUE,48500,Occitanie,Lozère,Hébergement,Hébergement collectif,True,True,True
3450,3450,Musée de la Cloche et de la Sonnaille,HEREPIAN,34600,Occitanie,Hérault,Visite,Lieu de visite,True,True,False
3451,3451,Maison du Parc National à Saint-Lary-Soulan,SAINT-LARY-SOULAN,65170,Occitanie,Hautes-Pyrénées,Visite,Lieu de visite,True,True,True
3452,3452,Meublé Le Plaqueminier - Mas Antonin,CAISSARGUES,30132,Occitanie,Gard,Hébergement,Meublé de tourisme,True,True,False
3453,3453,Gite l'Atelier - Domaine Paul Huc,FABREZAN,11200,Occitanie,Aude,Hébergement,Meublé de tourisme,True,True,False
3454,3454,Gîte à Veyres,SAINT-LAURENT-DE-VEYRES,48310,Occitanie,Lozère,Hébergement,Meublé de tourisme,True,True,True
3455,3455,514 Appart Hotel,CARCASSONNE,11000,Occitanie,Aude,Hébergement,Meublé de tourisme,True,True,True
3456,3456,Office de Tourisme de la Vallée du Louron,LOUDENVIELLE,65510,Occitanie,Hautes-Pyrénées,Information touristique,Office de tourisme,True,True,True
3457,3457,Office de tourisme Coeur Sud Ouest/Marciac,MARCIAC,32230,Occitanie,Gers,Information touristique,Office de tourisme,True,True,True
3458,3458,Restaurant le Jardin en ville,CARCASSONNE,11000,Occitanie,Aude,Restauration,Restaurant,True,True,False
3459,3459,Salon de Thé Védère,MONTGAILLARD,65200,Occitanie,Hautes-Pyrénées,Restauration,Restaurant,True,True,True
3460,3460,Les Perrieres - Le Mystère des Faluns,DOUE-LA-FONTAINE,49700,Pays de la Loire,Maine-et-Loire,Visite,Lieu de visite,True,True,False
3461,3461,Office de Tourisme de Saint Brevin Antenne OT de l'Ocean,SAINT-BREVIN-LES-PINS,44250,Pays de la Loire,Loire-Atlantique,Information touristique,Office de tourisme,True,True,True
3462,3462,Restaurant l'Estran,NOTRE-DAME-DE-MONTS,85690,Pays de la Loire,Vendée,Restauration,Restaurant,True,True,True
3463,3463,Cave Le Domaine de la Grange,MOUZILLON,44330,Pays de la Loire,Loire-Atlantique,Visite,Visite d'entreprise,True,True,True
3464,3464,Gite du Moulin Decoop,REXPOEDE,59122,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,True,True
3465,3465,OT Saint-Quentin,SAINT-QUENTIN,2100,Hauts de France,Aisne,Information touristique,Office de tourisme,True,True,True
3466,3466,Gite Les Traces,GRANDCAMP-MAISY,14450,Normandie,Calvados,Hébergement,Meublé de tourisme,True,True,False
3467,3467,Centre Aqualudique,ISSOIRE,63500,Auvergne Rhône-Alpes,Puy-de-Dôme,Loisir,Etablissement de loisir;Piscine,True,True,True
3468,3468,PONTON PECHE n° 18,ONDRES,40440,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,True,True
3469,3469,ESPACE EXPOSITION INFORMATION EDF,OLORON-SAINTE-MARIE,64400,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,True,True
3470,3470,Gite de groupe Le Logis de Bau,TAUXIGNY,37310,Centre - Val de Loire,Indre-et-Loire,Hébergement,Hébergement collectif,True,True,False
3471,3471,Gite de Haute Pierre,HAUTEPIERRE-LE-CHATELET,25580,Bourgogne Franche-Comté,Doubs,Hébergement,Meublé de tourisme,True,True,False
3472,3472,Piscine Ronde Nancy Thermal,NANCY,54100,Grand Est,Meurthe-et-Moselle,Loisir,Etablissement de loisir,True,True,True
3473,3473,"Roulotte "" Chez Cellou""",VANZAC,17500,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hébergement insolite,True,True,False
3474,3474,Camping Eskualduna,HENDAYE,64700,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Camping;Restaurant,True,True,True
3475,3475,Hôtel Au Feu de Bois,AMOU,40330,Nouvelle Aquitaine,Landes,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
3476,3476,INTER-HOTEL O'NICE,SAINTES,17100,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
3477,3477,Château et Jardins de Losse,THONAC,24290,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,False,False
3478,3478,Maison du Jambon de Bayonne,ARZACQ-ARRAZIGUET,64410,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,True,False
3479,3479,Gîte Les Cours,ASSAIS-LES-JUMEAUX,79600,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,True
3480,3480,Restaurant O'Gabier,ROCHEFORT,17300,Nouvelle Aquitaine,Charente-Maritime,Restauration,Restaurant,True,True,True
3481,3481,Gîte n°4811 Les demeures de Pierre Bleue,WALLERS-EN-FAGNE,59132,Hauts de France,Nord,Hébergement,Chambre d'hôtes,True,False,False
3482,3482,"Chambres d'Hôtes N°G184 ""La Charmée""",JONQUIERES,60680,Hauts de France,Oise,Hébergement,Chambre d'hôtes,True,True,True
3483,3483,Meublé Christe Marine,DRAGEY-RONTHON,50530,Normandie,Manche,Hébergement,Meublé de tourisme,True,True,False
3484,3484,La Molle Pierre,LE VAL-D'AJOL,88340,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,True
3485,3485,Meublé La Maison du Plantis,LORIGNAC,17240,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
3486,3486,LE CASTEL D'AILLY,SAINTE-MARGUERITE-SUR-MER,76119,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,True
3487,3487,Gîte de groupe Landran,ORDIARP,64130,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hébergement collectif,True,True,True
3488,3488,Hôtel Le Verger,SAINT-LAURENT-NOUAN,41220,Centre - Val de Loire,Loir-et-Cher,Hébergement,Hôtel,True,True,True
3489,3489,AUBERGE GILLOISE - LES BOIS,GILLES,28260,Centre - Val de Loire,Eure-et-Loir,Hébergement,Meublé de tourisme,True,False,False
3490,3490,Office de Tourisme Communautaire des 3 Rivières,CLOYES-SUR-LE-LOIR,28220,Centre - Val de Loire,Eure-et-Loir,Information touristique,Office de tourisme,True,True,True
3491,3491,MUSEE CROZATIER,LE PUY-EN-VELAY,43000,Auvergne Rhône-Alpes,Haute-Loire,Visite,Lieu de visite,True,True,True
3492,3492,Bureau d'Information Touristique de Fismes,FISMES,51170,Grand Est,Marne,Information touristique,Office de tourisme,True,True,True
